Drug_ID,Drug,MW,LogP,HBD,HBA,TPSA,RotBonds,Rings,FractionCSP3,Y
Captopril (Cap),C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,217.28999999999996,0.6279000000000001,2,3,57.61,3,1,0.7777777777777778,-4.8200002
Cefuroxime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,424.39100000000013,-0.5359999999999987,3,9,173.76,7,3,0.3125,-6.29
Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,381.3790000000001,3.5139200000000006,1,4,77.98,3,3,0.11764705882352941,-4.8050604
Cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.8950000000002,3.148200000000002,1,4,53.010000000000005,8,3,0.38095238095238093,-5.5
Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,319.88000000000005,4.810600000000004,1,3,28.16,8,2,0.5,-4.5500002
Chlorpheniramine,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,274.795,3.8186000000000027,0,2,16.130000000000003,5,2,0.3125,-4.2800002
Chlorprothixene,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,315.869,5.188000000000004,0,2,3.24,3,3,0.2222222222222222,-4.7399998
Chlortetracycline,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,478.8850000000002,0.2824000000000005,6,9,181.61999999999998,2,4,0.4090909090909091,-6.3200002
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,169.56699999999998,1.7745,1,2,46.0,0,2,0.0,-4.190000100000002
Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,747.9640000000002,2.439700000000004,4,14,182.91,8,3,0.9473684210526315,-5.4699998
Clozapine,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,326.8310000000001,2.0298999999999996,1,4,30.869999999999997,1,4,0.2777777777777778,-4.5100002
Codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,299.3700000000001,1.5010999999999999,1,4,41.93,1,5,0.5555555555555556,-4.2800002
Cycloserine,NC1CONC1=O,102.09299999999999,-1.6249000000000007,2,3,64.35,0,1,0.6666666666666666,-5.4400001
Danazol,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@@H]3CC[C@]21C,337.46300000000014,4.221000000000004,1,3,46.260000000000005,0,5,0.6818181818181818,-4.561461
Dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,271.404,3.3834000000000026,0,2,12.47,1,4,0.6666666666666666,-4.7399998
Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,296.153,4.364100000000001,2,2,49.33,4,2,0.07142857142857142,-4.460681
Digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H]6C[C@@H](O)[C@]7(C)C(C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,780.9490000000003,2.218100000000003,6,14,203.05999999999997,7,8,0.926829268292683,-5.6316042
Diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,414.52700000000016,3.368500000000002,0,6,59.080000000000005,6,3,0.36363636363636365,-4.4043612
Efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,315.67799999999994,4.073100000000001,1,2,38.33,0,3,0.35714285714285715,-4.0500002
Emetine,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,480.64900000000034,4.943400000000005,1,6,52.19000000000001,7,5,0.5862068965517241,-5.6900001
Enalaprilat,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O,348.39900000000017,1.1261000000000003,3,4,106.94000000000001,8,2,0.5,-5.880000099999998
Exemestane,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,296.41,4.029500000000003,0,2,34.14,0,4,0.6,-4.329999900000002
Ethionamide,CCc1cc(C(N)=S)ccn1,166.24900000000002,1.2782,1,2,38.91,2,1,0.25,-4.4000001
Fluoxetine,CNCCC(Oc1ccc(C)cc1)c1ccccc1,255.361,3.7246200000000034,1,2,21.259999999999998,6,2,0.29411764705882354,-4.5500002
Fluparoxan (GR50360A),Fc1cccc2c1O[C@H]1CNC[C@H]1O2,195.19299999999998,0.9373,1,3,30.49,0,3,0.4,-3.729485
Flupenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,434.52700000000016,4.601700000000005,1,4,26.71,5,4,0.391304347826087,-4.8899999
Fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.473,4.628100000000003,3,4,82.69,8,3,0.2916666666666667,-5.6999998
Gancyclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,255.23399999999998,-1.970899999999999,4,8,139.28,5,2,0.4444444444444444,-6.1012278
Glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.54500000000024,2.0781199999999993,3,6,130.14999999999998,7,3,0.42857142857142855,-4.7199998
Glutaminic Acid,NC(CCC(=O)O)C(=O)O,147.13,-0.7368999999999997,3,3,100.62000000000002,4,0,0.6,-6.0700002
Grepafloxacin HCl,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,359.4010000000001,2.28022,2,5,74.57,3,4,0.47368421052631576,-4.8899999
Guanabenz,NC(N)=NN=Cc1c(Cl)cccc1Cl,231.086,1.6007000000000005,2,2,76.76,2,1,0.0,-4.329999900000002
Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87100000000015,4.425600000000004,1,3,40.540000000000006,6,3,0.38095238095238093,-4.71
Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,2,7,86.28000000000002,7,5,0.2413793103448276,-5.3899999
Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,613.8030000000003,2.8669000000000016,4,7,118.03000000000002,11,5,0.4722222222222222,-5.6900001
Isoxicam,Cc1cc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,335.3410000000001,1.6390200000000001,2,7,112.74,2,3,0.14285714285714285,-4.6100001
Ketanserin,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.43400000000014,2.423800000000001,1,5,75.17,5,4,0.3181818181818182,-4.4400001
Labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.4120000000001,2.1353999999999997,4,4,95.57999999999998,8,2,0.3157894736842105,-4.895062
Lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,229.261,-0.5941000000000001,2,7,90.36999999999999,2,2,0.5,-5.420000099999998
Lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O,405.49500000000023,1.2352000000000007,4,5,132.95999999999998,12,2,0.5714285714285714,-6.6599998
Lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,351.353,1.7959,2,5,74.57000000000001,3,3,0.4117647058823529,-4.8000002
Loperamide HCl,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,477.0480000000002,5.088000000000005,1,3,43.78,7,4,0.3448275862068966,-4.9699998
Lobucavir,Nc1nc2c(ncn2C2[C@@H](CO)C[C@@H]2CO)c(=O)[nH]1,265.2729999999999,-1.1364000000000005,4,7,130.04999999999998,3,3,0.5454545454545454,-6.0599999
Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,422.9200000000001,4.2668000000000035,2,6,92.50999999999999,8,4,0.2727272727272727,-6.0727587
Lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,404.54700000000025,4.195500000000004,1,5,72.83,6,3,0.75,-4.8400002
Loxoprofen,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,246.30599999999993,2.7864000000000013,1,2,54.37,4,2,0.4666666666666667,-4.3499999
Mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,295.298,2.972200000000001,2,4,84.07999999999998,3,3,0.0625,-4.5100002
Meloxicam,Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1,351.40900000000005,2.10752,2,7,99.60000000000001,2,3,0.14285714285714285,-4.7058601
Methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,374.4770000000001,1.8036,3,5,94.83000000000001,2,4,0.7272727272727273,-5.1161518
Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,365.8420000000001,2.714120000000001,2,4,92.5,2,3,0.1875,-5.3049202000000015
Nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.7960000000003,4.747620000000004,4,6,101.9,9,4,0.5625,-6.1500001
Netivudine (882C87),CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,282.252,-2.4804999999999997,4,7,124.78,2,2,0.5,-5.1687455
Nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc(N(O)O)c1,481.54900000000015,3.354400000000001,3,9,111.57,9,3,0.3076923076923077,-4.9305754
Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1N(O)O,348.355,1.8521999999999998,3,8,108.33,4,2,0.29411764705882354,-4.3319983
Nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1N(O)O,390.43600000000004,2.8784,3,8,108.33,6,2,0.4,-4.6999998
Nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(N(O)O)c1,362.382,2.2423,3,8,108.33,5,2,0.3333333333333333,-4.6200309
Olopatadine,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,337.4190000000001,3.589500000000002,1,3,49.769999999999996,5,3,0.2857142857142857,-5.0100002
Ouabain,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,584.6590000000006,-1.5149999999999972,8,12,206.59999999999997,4,6,0.896551724137931,-6.9593034
Oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,293.32200000000006,4.025800000000003,1,3,63.33,5,3,0.1111111111111111,-4.48
Pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.31200000000007,0.19300000000000006,0,7,78.89,5,2,0.5384615384615384,-4.1799998
Phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.23899999999995,0.7004,2,3,75.27000000000001,2,2,0.25,-4.630000099999998
Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35300000000007,1.5809999999999997,2,5,99.6,2,3,0.06666666666666667,-4.4490995
Pravastatin,CCC(C)C(=O)O[C@@H]1C[C@@H](O)C=C2C=C[C@@H](C)[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]21,424.5340000000002,2.4404000000000003,4,6,124.29,10,2,0.7391304347826086,-5.869999900000002
Prazocin,COc1cc2nc(N3CCN(C(=O)c4occc4Cl)CC3)nc(N)c2cc1OC,417.85300000000024,2.4380000000000006,1,8,106.95,4,4,0.3157894736842105,-4.8899999
Pranoprofen; pyranoprofen,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,255.27299999999997,2.9662000000000006,1,3,59.42,2,3,0.2,-4.3899999
Prednisolone,C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,360.4500000000002,1.5575999999999999,3,5,94.83,2,4,0.7142857142857143,-5.369999900000002
Promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,284.42800000000005,4.241000000000003,0,3,6.48,4,3,0.29411764705882354,-4.380000099999998
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.428,4.239400000000003,0,3,6.48,3,3,0.29411764705882354,-3.7777722
Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.71700000000004,2.5238000000000005,2,4,77.82,2,2,0.16666666666666666,-4.23
Quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12,324.4240000000001,3.1732000000000014,1,4,45.59,4,5,0.45,-4.6799998
Raloxifene HCl,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.5940000000001,6.075200000000007,2,6,70.0,7,5,0.25,-5.7227535000000005
Remikiren (Ro 42-5892),CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](CC1CCCCC1)[C@@H](O)[C@H](O)C1CC1,630.8520000000002,3.0962000000000023,5,7,161.47999999999996,15,4,0.6666666666666666,-6.1300907
Reserpine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.6880000000004,4.171100000000004,1,10,117.78000000000003,8,6,0.5151515151515151,-5.369999900000002
Rifampicin,CO[C@@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C\NN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C,822.9530000000003,3.4262200000000025,6,15,216.65999999999994,4,6,0.5348837209302325,-5.399786
Rofecoxib,NS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,315.3500000000001,1.8016,1,4,86.46000000000001,3,3,0.0625,-4.619999900000002
Saquinavir,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.855,3.092400000000003,5,7,166.75,12,5,0.5,-6.2800002
Simvastatin,CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@@H]21,418.57400000000024,4.585600000000005,1,5,72.83,6,3,0.76,-5.170000099999998
Sorivudine (BVaraU),O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,349.137,-1.4862999999999988,4,7,124.78000000000002,3,2,0.45454545454545453,-5.3899999
Sparfloxacin (SPX),C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,392.4060000000002,2.0816,3,6,100.59,3,4,0.47368421052631576,-4.7784066
Spironolactone,C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,324.4240000000001,3.1732000000000014,1,4,45.59,4,5,0.45,-4.5008955
Stavudine (d4T),Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,224.21599999999998,-0.7090799999999999,2,5,84.32,2,2,0.4,-5.3483939000000005
Sulfamethizole,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,270.339,1.2295199999999997,2,6,97.97,3,2,0.1111111111111111,-5.8393164
Sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,295.408,1.3211999999999997,2,3,65.2,6,2,0.42857142857142855,-5.6828976
Tacrolimus,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,804.0310000000001,4.639000000000004,3,12,178.35999999999996,7,4,0.7727272727272727,-5.1500001
Tamoxifen,CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.524,5.9961000000000055,0,2,12.47,8,3,0.23076923076923078,-4.3221111
Tenidap,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,320.757,3.2196000000000016,2,5,85.32,2,3,0.0,-4.3103647
Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.23299999999995,0.08779999999999993,1,4,83.55000000000001,1,3,0.23076923076923078,-4.6999998
Tinidazole,CCS(=O)(=O)CCn1c(N(O)O)cnc1C,249.292,0.21102000000000032,2,7,95.66000000000001,5,1,0.625,-4.52
Trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,371.8720000000001,2.3617,0,6,45.78,5,4,0.3684210526315789,-4.619999900000002
Triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,343.21700000000004,4.233520000000002,0,4,43.07,1,4,0.11764705882352941,-4.5500002
Valproic acid,CCCC(CCC)C(=O)O,144.214,2.2874,1,1,37.3,5,0,0.875,-4.3200002
Valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,435.52800000000013,4.161700000000002,2,5,112.07000000000001,10,3,0.375,-6.2600002
Yohimbine (YOH),COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,354.45000000000005,2.647100000000001,2,4,65.56,1,5,0.5714285714285714,-4.8099999
Zolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,307.39700000000005,3.2488400000000013,0,3,37.61000000000001,3,3,0.2631578947368421,-4.5
Zomepirac,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,291.73400000000004,2.8450200000000017,1,3,59.3,4,2,0.2,-4.6100001
Flavone,O=c1cc(-c2ccccc2)oc2ccccc12,222.243,3.4600000000000017,0,2,30.21,1,3,0.0,-3.9201083
Gly-Pro (glycylproline),NCC(=O)N1CCC[C@H]1C(=O)O,172.184,-0.9792999999999998,2,3,83.63000000000001,2,1,0.7142857142857143,-5.2123351
Phencyclidine (PCP),c1ccc(C2(N3CCCCC3)CCCCC2)cc1,243.39399999999992,4.331900000000004,0,1,3.24,2,3,0.6470588235294118,-4.48
DMP 851,CCCCN1C(=O)N(Cc2ccc3[nH]nc(N)c3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,527.6690000000002,4.127200000000003,4,5,118.71000000000001,9,5,0.3548387096774194,-5.6788902000000006
N-Acetyl-D-alanyl-D-phenylalanine N-Methylamide (2),CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(C)=O,291.35100000000006,-0.015500000000000458,3,3,87.30000000000001,6,1,0.4,-5.7484403
N-Acetyl-D-valyl-D-phenylalanine N-Methylamide (3a),CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(C)=O)C(C)C,319.4050000000001,0.6205999999999992,3,3,87.30000000000001,7,1,0.47058823529411764,-5.3900242
N-Acetyl-D-phenylalanyl-D-phenylalanine N-Methylamide (5a),CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O,367.44900000000007,1.207299999999999,3,3,87.30000000000001,8,2,0.2857142857142857,-5.0499268
N-Acetyl-D-cyclohexylalanyl-D-phenylalanine N-Methylamide (6),CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC1CCCCC1)NC(C)=O,373.49700000000024,1.934999999999998,3,3,87.30000000000001,8,2,0.5714285714285714,-5.1413335999999985
N-Acetyl-D-alanine Phenethylamide (8),CC(=O)N[C@H](C)C(=O)NCCc1ccccc1,234.29899999999998,0.8699000000000001,2,2,58.2,5,1,0.38461538461538464,-4.6095328
N-Acetyl-D-leucine Phenethylamide (10),CC(=O)N[C@H](CC(C)C)C(=O)NCCc1ccccc1,276.37999999999994,1.8960999999999995,2,2,58.2,7,1,0.5,-4.513246499999998
N-Acetyl-D-phenylalanine Phenethylamide (11a),CC(=O)N[C@H](Cc1ccccc1)C(=O)NCCc1ccccc1,310.397,2.0926999999999993,2,2,58.2,7,2,0.2631578947368421,-4.4210458
N-Acetyl-D-cyclohexylalanine Phenethylamide (12),CC(=O)N[C@H](CC1CCCCC1)C(=O)NCCc1ccccc1,316.44499999999994,2.820400000000001,2,2,58.2,7,2,0.5789473684210527,-4.3517655999999985
1,CC1CCN(C(=O)CC(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,492.6450000000002,3.6620700000000017,3,4,116.35,8,4,0.3333333333333333,-6.8762317
2,N=C(N)c1cccc(CC(CC(=O)N2CCCCC2C(=O)O)NS(=O)(=O)c2ccc3ccccc3c2)c1,522.6270000000002,2.869270000000002,4,5,153.65,9,4,0.2962962962962963,-7.3814997999999985
3,COC(=O)C1CCCCN1C(=O)CC(Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,536.6540000000001,2.957670000000001,3,6,142.65,9,4,0.32142857142857145,-7.1178856
4,N=C(N)c1cccc(CC(CC(=O)N2CCCC(C(=O)O)C2)NS(=O)(=O)c2ccc3ccccc3c2)c1,522.6270000000002,2.726770000000002,4,5,153.65,9,4,0.2962962962962963,-7.382024799999999
6,N=C(N)c1cccc(CC(CC(=O)N2CCC(C(=O)O)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,522.6270000000002,2.726770000000002,4,5,153.65,9,4,0.2962962962962963,-7.3390937
7,COC(=O)C1CCN(C(=O)CC(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,536.6540000000001,2.815170000000001,3,6,142.65,9,4,0.32142857142857145,-7.0912943
8,N=C(NO)c1cccc(CC(CC(=O)N2CCC(C(=O)O)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,538.6260000000002,2.746870000000002,5,6,159.89000000000001,9,4,0.2962962962962963,-7.3677616
9,CNC(=N)c1cccc(CC(CC(=O)N2CCC(C(=O)O)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,536.6540000000002,2.987470000000002,4,5,139.66,9,4,0.32142857142857145,-7.1487603
13,CC1CCN(C(=O)CC(Cc2cccc(N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,465.61900000000026,3.960200000000002,2,4,92.5,7,4,0.34615384615384615,-4.997839
16,CNC(=N)c1cccc(CC(CC(=O)N2CCC(C)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,506.6720000000002,3.9227700000000025,3,4,102.35999999999999,8,4,0.35714285714285715,-6.850390400000001
Alprenolol ester,C=CCc1ccccc1OCC(CNC(C)C)OC(=O)C1CC1,317.4290000000001,3.1137000000000015,1,4,47.56,10,2,0.5263157894736842,-4.1507826
Betaxolol ester,CC(C)NCC(COc1ccc(CCOCC2CC2)cc1)OC(=O)C1CC1,375.5090000000001,3.354300000000002,1,5,56.79,13,3,0.6818181818181818,-4.1300812
Oxprenolol ester,C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C1CC1,333.4280000000001,2.950000000000001,1,5,56.79,11,2,0.5263157894736842,-4.1920457
Sulfasalazine,O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,398.4000000000001,1.8002,3,7,137.82,6,3,0.0,-6.5171175
V,CCOc1cccc(NC(=O)OCCN2CCCC2)c1,278.3519999999999,2.7296000000000005,1,4,50.800000000000004,6,2,0.5333333333333333,-4.5500002
VIII,CCCOc1cccc(NC(=O)OCCN2CCCC2)c1,292.37899999999996,3.1197000000000017,1,4,50.800000000000004,7,2,0.5625,-4.5700002
XI,CCCCOc1cccc(NC(=O)OCCN2CCCC2)c1,306.40600000000006,3.509800000000002,1,4,50.800000000000004,8,2,0.5882352941176471,-4.5900002
XIV,CCCCCOc1cccc(NC(=O)OCCN2CCCC2)c1,320.4330000000001,3.8999000000000024,1,4,50.800000000000004,9,2,0.6111111111111112,-4.77
"DB75 [2,5-bis(4-amidinophenyl)furan]",N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,304.353,3.1817400000000005,4,3,112.88,4,3,0.0,-6.4201083
Gomisin A,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@@](C)(O)C2,416.47000000000025,3.602400000000002,1,7,75.61000000000001,4,4,0.4782608695652174,-4.5693183
Epinephrine,CNCC(O)c1ccc(O)c(O)c1,183.207,0.35060000000000013,4,4,72.72,3,1,0.3333333333333333,-6.0188646
Fleroxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,369.3430000000002,1.6991999999999998,1,5,65.78,4,3,0.4117647058823529,-4.8099742
Ceftriaxone,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,554.592,-1.6112999999999973,4,14,214.95999999999998,8,4,0.3333333333333333,-6.604713
Penicillin G,CC1(C)S[C@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,334.39700000000005,0.8607999999999998,2,4,86.71000000000001,4,3,0.4375,-5.8697934
BVaraU,O=c1[nH]c(=O)n([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)cc1/C=C/Br,349.137,-1.4862999999999988,4,7,124.78000000000002,3,2,0.45454545454545453,-5.3989701
Glutamine,NC(=O)CC[C@H](N)C(=O)O,146.14600000000002,-1.3361999999999998,3,3,106.41000000000001,4,0,0.6,-6.0702906
